Filename,Predictions,Calories per 100 g
gyoza/gyoza.810.jpg,cheese cake,321 cal
cheese cake/cheesecake.892.jpg,cheese cake,321 cal
french fries/french_fries.975.jpg,cheese cake,321 cal
french fries/french_fries.862.jpg,cheese cake,321 cal
french fries/french_fries.753.jpg,cheese cake,321 cal
ice-cream/ice_cream.843.jpg,cheese cake,321 cal
oyster/oysters.806.jpg,cheese cake,321 cal
scallops/scallops.967.jpg,cheese cake,321 cal
donuts/donuts.720.jpg,cheese cake,321 cal
fried rice/fried_rice.875.jpg,cheese cake,321 cal
donuts/donuts.885.jpg,cheese cake,321 cal
waffle/waffle.744.jpg,cheese cake,321 cal
scallops/scallops.848.jpg,cheese cake,321 cal
scallops/scallops.717.jpg,cheese cake,321 cal
fried rice/fried_rice.982.jpg,cheese cake,321 cal
donuts/donuts.895.jpg,cheese cake,321 cal
gyoza/gyoza.995.jpg,cheese cake,321 cal
french fries/french_fries.751.jpg,cheese cake,321 cal
cheese cake/cheesecake.884.jpg,cheese cake,321 cal
chicken wings/chicken_wings.767.jpg,cheese cake,321 cal
chicken wings/chicken_wings.788.jpg,cheese cake,321 cal
ice-cream/ice_cream.765.jpg,cheese cake,321 cal
fried rice/fried_rice.930.jpg,cheese cake,321 cal
ice-cream/ice_cream.800.jpg,cheese cake,321 cal
waffle/waffle.781.jpg,cheese cake,321 cal
donuts/donuts.902.jpg,cheese cake,321 cal
scallops/scallops.821.jpg,cheese cake,321 cal
scallops/scallops.761.jpg,cheese cake,321 cal
donuts/donuts.774.jpg,cheese cake,321 cal
ice-cream/ice_cream.970.jpg,cheese cake,321 cal
donuts/donuts.978.jpg,cheese cake,321 cal
cheese cake/cheesecake.864.jpg,cheese cake,321 cal
french fries/french_fries.995.jpg,cheese cake,321 cal
scallops/scallops.723.jpg,cheese cake,321 cal
donuts/donuts.805.jpg,cheese cake,321 cal
ice-cream/ice_cream.987.jpg,cheese cake,321 cal
oyster/oysters.746.jpg,cheese cake,321 cal
ice-cream/ice_cream.885.jpg,cheese cake,321 cal
gyoza/gyoza.803.jpg,cheese cake,321 cal
fried rice/fried_rice.797.jpg,cheese cake,321 cal
scallops/scallops.919.jpg,cheese cake,321 cal
donuts/donuts.890.jpg,cheese cake,321 cal
donuts/donuts.791.jpg,cheese cake,321 cal
waffle/waffle.981.jpg,cheese cake,321 cal
oyster/oysters.816.jpg,cheese cake,321 cal
cheese cake/cheesecake.822.jpg,cheese cake,321 cal
oyster/oysters.965.jpg,cheese cake,321 cal
french fries/french_fries.705.jpg,cheese cake,321 cal
gyoza/gyoza.785.jpg,cheese cake,321 cal
chicken wings/chicken_wings.749.jpg,cheese cake,321 cal
cheese cake/cheesecake.908.jpg,cheese cake,321 cal
ice-cream/ice_cream.821.jpg,cheese cake,321 cal
chicken wings/chicken_wings.952.jpg,cheese cake,321 cal
scallops/scallops.706.jpg,cheese cake,321 cal
waffle/waffle.735.jpg,cheese cake,321 cal
waffle/waffle.991.jpg,cheese cake,321 cal
ice-cream/ice_cream.725.jpg,cheese cake,321 cal
waffle/waffle.800.jpg,cheese cake,321 cal
oyster/oysters.715.jpg,cheese cake,321 cal
donuts/donuts.987.jpg,cheese cake,321 cal
gyoza/gyoza.835.jpg,cheese cake,321 cal
scallops/scallops.994.jpg,cheese cake,321 cal
ice-cream/ice_cream.710.jpg,cheese cake,321 cal
french fries/french_fries.715.jpg,cheese cake,321 cal
cheese cake/cheesecake.738.jpg,cheese cake,321 cal
gyoza/gyoza.959.jpg,cheese cake,321 cal
cheese cake/cheesecake.701.jpg,cheese cake,321 cal
gyoza/gyoza.830.jpg,cheese cake,321 cal
french fries/french_fries.802.jpg,cheese cake,321 cal
gyoza/gyoza.931.jpg,cheese cake,321 cal
cheese cake/cheesecake.723.jpg,cheese cake,321 cal
fried rice/fried_rice.815.jpg,cheese cake,321 cal
scallops/scallops.700.jpg,cheese cake,321 cal
ice-cream/ice_cream.886.jpg,cheese cake,321 cal
chicken wings/chicken_wings.763.jpg,cheese cake,321 cal
cheese cake/cheesecake.917.jpg,cheese cake,321 cal
ice-cream/ice_cream.722.jpg,cheese cake,321 cal
cheese cake/cheesecake.840.jpg,cheese cake,321 cal
cheese cake/cheesecake.710.jpg,cheese cake,321 cal
ice-cream/ice_cream.746.jpg,cheese cake,321 cal
french fries/french_fries.942.jpg,cheese cake,321 cal
french fries/french_fries.917.jpg,cheese cake,321 cal
chicken wings/chicken_wings.808.jpg,cheese cake,321 cal
donuts/donuts.750.jpg,cheese cake,321 cal
donuts/donuts.851.jpg,cheese cake,321 cal
oyster/oysters.889.jpg,cheese cake,321 cal
french fries/french_fries.890.jpg,cheese cake,321 cal
scallops/scallops.941.jpg,cheese cake,321 cal
oyster/oysters.847.jpg,cheese cake,321 cal
fried rice/fried_rice.953.jpg,cheese cake,321 cal
gyoza/gyoza.892.jpg,cheese cake,321 cal
cheese cake/cheesecake.995.jpg,cheese cake,321 cal
cheese cake/cheesecake.889.jpg,cheese cake,321 cal
oyster/oysters.985.jpg,cheese cake,321 cal
donuts/donuts.983.jpg,cheese cake,321 cal
cheese cake/cheesecake.932.jpg,cheese cake,321 cal
chicken wings/chicken_wings.811.jpg,cheese cake,321 cal
donuts/donuts.910.jpg,cheese cake,321 cal
oyster/oysters.831.jpg,cheese cake,321 cal
gyoza/gyoza.915.jpg,cheese cake,321 cal
ice-cream/ice_cream.832.jpg,cheese cake,321 cal
waffle/waffle.778.jpg,cheese cake,321 cal
cheese cake/cheesecake.850.jpg,cheese cake,321 cal
waffle/waffle.708.jpg,cheese cake,321 cal
waffle/waffle.802.jpg,cheese cake,321 cal
ice-cream/ice_cream.846.jpg,cheese cake,321 cal
cheese cake/cheesecake.740.jpg,cheese cake,321 cal
waffle/waffle.827.jpg,cheese cake,321 cal
chicken wings/chicken_wings.751.jpg,cheese cake,321 cal
scallops/scallops.964.jpg,cheese cake,321 cal
oyster/oysters.756.jpg,cheese cake,321 cal
scallops/scallops.813.jpg,cheese cake,321 cal
waffle/waffle.722.jpg,cheese cake,321 cal
fried rice/fried_rice.827.jpg,cheese cake,321 cal
waffle/waffle.790.jpg,cheese cake,321 cal
scallops/scallops.884.jpg,cheese cake,321 cal
french fries/french_fries.834.jpg,cheese cake,321 cal
waffle/waffle.761.jpg,cheese cake,321 cal
chicken wings/chicken_wings.855.jpg,cheese cake,321 cal
oyster/oysters.751.jpg,cheese cake,321 cal
waffle/waffle.851.jpg,cheese cake,321 cal
oyster/oysters.891.jpg,cheese cake,321 cal
chicken wings/chicken_wings.703.jpg,cheese cake,321 cal
french fries/french_fries.770.jpg,cheese cake,321 cal
ice-cream/ice_cream.781.jpg,cheese cake,321 cal
oyster/oysters.982.jpg,cheese cake,321 cal
ice-cream/ice_cream.779.jpg,cheese cake,321 cal
donuts/donuts.891.jpg,cheese cake,321 cal
ice-cream/ice_cream.971.jpg,cheese cake,321 cal
oyster/oysters.822.jpg,cheese cake,321 cal
ice-cream/ice_cream.960.jpg,cheese cake,321 cal
french fries/french_fries.743.jpg,cheese cake,321 cal
fried rice/fried_rice.823.jpg,cheese cake,321 cal
waffle/waffle.787.jpg,cheese cake,321 cal
waffle/waffle.873.jpg,cheese cake,321 cal
donuts/donuts.920.jpg,cheese cake,321 cal
chicken wings/chicken_wings.778.jpg,cheese cake,321 cal
fried rice/fried_rice.877.jpg,cheese cake,321 cal
cheese cake/cheesecake.760.jpg,cheese cake,321 cal
french fries/french_fries.929.jpg,cheese cake,321 cal
french fries/french_fries.987.jpg,cheese cake,321 cal
ice-cream/ice_cream.806.jpg,cheese cake,321 cal
chicken wings/chicken_wings.713.jpg,cheese cake,321 cal
cheese cake/cheesecake.863.jpg,cheese cake,321 cal
french fries/french_fries.980.jpg,cheese cake,321 cal
oyster/oysters.720.jpg,cheese cake,321 cal
gyoza/gyoza.789.jpg,cheese cake,321 cal
gyoza/gyoza.876.jpg,cheese cake,321 cal
ice-cream/ice_cream.801.jpg,cheese cake,321 cal
cheese cake/cheesecake.868.jpg,cheese cake,321 cal
fried rice/fried_rice.958.jpg,cheese cake,321 cal
gyoza/gyoza.852.jpg,cheese cake,321 cal
donuts/donuts.787.jpg,cheese cake,321 cal
chicken wings/chicken_wings.844.jpg,cheese cake,321 cal
oyster/oysters.773.jpg,cheese cake,321 cal
fried rice/fried_rice.937.jpg,cheese cake,321 cal
chicken wings/chicken_wings.990.jpg,cheese cake,321 cal
fried rice/fried_rice.732.jpg,cheese cake,321 cal
donuts/donuts.785.jpg,cheese cake,321 cal
chicken wings/chicken_wings.947.jpg,cheese cake,321 cal
cheese cake/cheesecake.915.jpg,cheese cake,321 cal
waffle/waffle.982.jpg,cheese cake,321 cal
donuts/donuts.757.jpg,cheese cake,321 cal
cheese cake/cheesecake.869.jpg,cheese cake,321 cal
chicken wings/chicken_wings.812.jpg,cheese cake,321 cal
chicken wings/chicken_wings.709.jpg,cheese cake,321 cal
fried rice/fried_rice.784.jpg,cheese cake,321 cal
chicken wings/chicken_wings.760.jpg,cheese cake,321 cal
ice-cream/ice_cream.724.jpg,cheese cake,321 cal
fried rice/fried_rice.872.jpg,cheese cake,321 cal
cheese cake/cheesecake.837.jpg,cheese cake,321 cal
ice-cream/ice_cream.981.jpg,cheese cake,321 cal
scallops/scallops.851.jpg,cheese cake,321 cal
gyoza/gyoza.758.jpg,cheese cake,321 cal
french fries/french_fries.912.jpg,cheese cake,321 cal
gyoza/gyoza.754.jpg,cheese cake,321 cal
fried rice/fried_rice.926.jpg,cheese cake,321 cal
fried rice/fried_rice.721.jpg,cheese cake,321 cal
scallops/scallops.922.jpg,cheese cake,321 cal
waffle/waffle.995.jpg,cheese cake,321 cal
oyster/oysters.812.jpg,cheese cake,321 cal
oyster/oysters.903.jpg,cheese cake,321 cal
scallops/scallops.746.jpg,cheese cake,321 cal
french fries/french_fries.809.jpg,cheese cake,321 cal
french fries/french_fries.815.jpg,cheese cake,321 cal
donuts/donuts.704.jpg,cheese cake,321 cal
scallops/scallops.843.jpg,cheese cake,321 cal
french fries/french_fries.891.jpg,cheese cake,321 cal
oyster/oysters.803.jpg,cheese cake,321 cal
waffle/waffle.732.jpg,cheese cake,321 cal
gyoza/gyoza.954.jpg,cheese cake,321 cal
oyster/oysters.992.jpg,cheese cake,321 cal
scallops/scallops.921.jpg,cheese cake,321 cal
french fries/french_fries.985.jpg,cheese cake,321 cal
chicken wings/chicken_wings.768.jpg,cheese cake,321 cal
fried rice/fried_rice.836.jpg,cheese cake,321 cal
donuts/donuts.770.jpg,cheese cake,321 cal
french fries/french_fries.887.jpg,cheese cake,321 cal
donuts/donuts.938.jpg,cheese cake,321 cal
ice-cream/ice_cream.857.jpg,cheese cake,321 cal
waffle/waffle.926.jpg,cheese cake,321 cal
gyoza/gyoza.711.jpg,cheese cake,321 cal
fried rice/fried_rice.803.jpg,cheese cake,321 cal
cheese cake/cheesecake.964.jpg,cheese cake,321 cal
fried rice/fried_rice.828.jpg,cheese cake,321 cal
cheese cake/cheesecake.939.jpg,cheese cake,321 cal
scallops/scallops.829.jpg,cheese cake,321 cal
chicken wings/chicken_wings.755.jpg,cheese cake,321 cal
donuts/donuts.808.jpg,cheese cake,321 cal
french fries/french_fries.717.jpg,cheese cake,321 cal
waffle/waffle.751.jpg,cheese cake,321 cal
oyster/oysters.827.jpg,cheese cake,321 cal
cheese cake/cheesecake.778.jpg,cheese cake,321 cal
ice-cream/ice_cream.984.jpg,cheese cake,321 cal
french fries/french_fries.846.jpg,cheese cake,321 cal
fried rice/fried_rice.991.jpg,cheese cake,321 cal
french fries/french_fries.906.jpg,cheese cake,321 cal
french fries/french_fries.796.jpg,cheese cake,321 cal
chicken wings/chicken_wings.875.jpg,cheese cake,321 cal
french fries/french_fries.803.jpg,cheese cake,321 cal
chicken wings/chicken_wings.802.jpg,cheese cake,321 cal
donuts/donuts.779.jpg,cheese cake,321 cal
scallops/scallops.930.jpg,cheese cake,321 cal
scallops/scallops.943.jpg,cheese cake,321 cal
cheese cake/cheesecake.725.jpg,cheese cake,321 cal
fried rice/fried_rice.987.jpg,cheese cake,321 cal
gyoza/gyoza.951.jpg,cheese cake,321 cal
cheese cake/cheesecake.906.jpg,cheese cake,321 cal
oyster/oysters.705.jpg,cheese cake,321 cal
chicken wings/chicken_wings.774.jpg,cheese cake,321 cal
ice-cream/ice_cream.728.jpg,cheese cake,321 cal
chicken wings/chicken_wings.891.jpg,cheese cake,321 cal
scallops/scallops.711.jpg,cheese cake,321 cal
cheese cake/cheesecake.722.jpg,cheese cake,321 cal
chicken wings/chicken_wings.858.jpg,cheese cake,321 cal
scallops/scallops.795.jpg,cheese cake,321 cal
scallops/scallops.865.jpg,cheese cake,321 cal
fried rice/fried_rice.710.jpg,cheese cake,321 cal
gyoza/gyoza.986.jpg,cheese cake,321 cal
french fries/french_fries.719.jpg,cheese cake,321 cal
waffle/waffle.816.jpg,cheese cake,321 cal
scallops/scallops.910.jpg,cheese cake,321 cal
ice-cream/ice_cream.914.jpg,cheese cake,321 cal
oyster/oysters.858.jpg,cheese cake,321 cal
scallops/scallops.896.jpg,cheese cake,321 cal
scallops/scallops.752.jpg,cheese cake,321 cal
waffle/waffle.764.jpg,cheese cake,321 cal
cheese cake/cheesecake.978.jpg,cheese cake,321 cal
fried rice/fried_rice.908.jpg,cheese cake,321 cal
waffle/waffle.786.jpg,cheese cake,321 cal
chicken wings/chicken_wings.977.jpg,cheese cake,321 cal
donuts/donuts.802.jpg,cheese cake,321 cal
cheese cake/cheesecake.835.jpg,cheese cake,321 cal
ice-cream/ice_cream.775.jpg,cheese cake,321 cal
waffle/waffle.999.jpg,cheese cake,321 cal
gyoza/gyoza.802.jpg,cheese cake,321 cal
chicken wings/chicken_wings.993.jpg,cheese cake,321 cal
oyster/oysters.849.jpg,cheese cake,321 cal
french fries/french_fries.883.jpg,cheese cake,321 cal
scallops/scallops.754.jpg,cheese cake,321 cal
cheese cake/cheesecake.894.jpg,cheese cake,321 cal
oyster/oysters.792.jpg,cheese cake,321 cal
gyoza/gyoza.918.jpg,cheese cake,321 cal
oyster/oysters.783.jpg,cheese cake,321 cal
donuts/donuts.725.jpg,cheese cake,321 cal
oyster/oysters.795.jpg,cheese cake,321 cal
cheese cake/cheesecake.758.jpg,cheese cake,321 cal
fried rice/fried_rice.989.jpg,cheese cake,321 cal
gyoza/gyoza.786.jpg,cheese cake,321 cal
oyster/oysters.740.jpg,cheese cake,321 cal
cheese cake/cheesecake.963.jpg,cheese cake,321 cal
french fries/french_fries.847.jpg,cheese cake,321 cal
donuts/donuts.799.jpg,cheese cake,321 cal
chicken wings/chicken_wings.759.jpg,cheese cake,321 cal
waffle/waffle.967.jpg,cheese cake,321 cal
fried rice/fried_rice.980.jpg,cheese cake,321 cal
french fries/french_fries.726.jpg,cheese cake,321 cal
donuts/donuts.893.jpg,cheese cake,321 cal
french fries/french_fries.808.jpg,cheese cake,321 cal
scallops/scallops.909.jpg,cheese cake,321 cal
scallops/scallops.714.jpg,cheese cake,321 cal
ice-cream/ice_cream.771.jpg,cheese cake,321 cal
french fries/french_fries.782.jpg,cheese cake,321 cal
ice-cream/ice_cream.791.jpg,cheese cake,321 cal
oyster/oysters.893.jpg,cheese cake,321 cal
oyster/oysters.862.jpg,cheese cake,321 cal
gyoza/gyoza.971.jpg,cheese cake,321 cal
donuts/donuts.790.jpg,cheese cake,321 cal
gyoza/gyoza.987.jpg,cheese cake,321 cal
gyoza/gyoza.883.jpg,cheese cake,321 cal
oyster/oysters.727.jpg,cheese cake,321 cal
scallops/scallops.710.jpg,cheese cake,321 cal
donuts/donuts.917.jpg,cheese cake,321 cal
donuts/donuts.882.jpg,cheese cake,321 cal
oyster/oysters.749.jpg,cheese cake,321 cal
fried rice/fried_rice.795.jpg,cheese cake,321 cal
chicken wings/chicken_wings.898.jpg,cheese cake,321 cal
ice-cream/ice_cream.758.jpg,cheese cake,321 cal
gyoza/gyoza.935.jpg,cheese cake,321 cal
gyoza/gyoza.929.jpg,cheese cake,321 cal
cheese cake/cheesecake.910.jpg,cheese cake,321 cal
gyoza/gyoza.704.jpg,cheese cake,321 cal
gyoza/gyoza.899.jpg,cheese cake,321 cal
donuts/donuts.986.jpg,cheese cake,321 cal
oyster/oysters.845.jpg,cheese cake,321 cal
waffle/waffle.700.jpg,cheese cake,321 cal
cheese cake/cheesecake.875.jpg,cheese cake,321 cal
fried rice/fried_rice.955.jpg,cheese cake,321 cal
cheese cake/cheesecake.762.jpg,cheese cake,321 cal
chicken wings/chicken_wings.716.jpg,cheese cake,321 cal
fried rice/fried_rice.994.jpg,cheese cake,321 cal
ice-cream/ice_cream.823.jpg,cheese cake,321 cal
waffle/waffle.809.jpg,cheese cake,321 cal
fried rice/fried_rice.962.jpg,cheese cake,321 cal
cheese cake/cheesecake.817.jpg,cheese cake,321 cal
waffle/waffle.860.jpg,cheese cake,321 cal
oyster/oysters.890.jpg,cheese cake,321 cal
ice-cream/ice_cream.834.jpg,cheese cake,321 cal
french fries/french_fries.761.jpg,cheese cake,321 cal
french fries/french_fries.748.jpg,cheese cake,321 cal
scallops/scallops.707.jpg,cheese cake,321 cal
fried rice/fried_rice.873.jpg,cheese cake,321 cal
cheese cake/cheesecake.928.jpg,cheese cake,321 cal
scallops/scallops.991.jpg,cheese cake,321 cal
gyoza/gyoza.933.jpg,cheese cake,321 cal
ice-cream/ice_cream.875.jpg,cheese cake,321 cal
gyoza/gyoza.861.jpg,cheese cake,321 cal
chicken wings/chicken_wings.920.jpg,cheese cake,321 cal
donuts/donuts.707.jpg,cheese cake,321 cal
oyster/oysters.742.jpg,cheese cake,321 cal
fried rice/fried_rice.701.jpg,cheese cake,321 cal
scallops/scallops.724.jpg,cheese cake,321 cal
scallops/scallops.928.jpg,cheese cake,321 cal
ice-cream/ice_cream.956.jpg,cheese cake,321 cal
oyster/oysters.826.jpg,cheese cake,321 cal
waffle/waffle.798.jpg,cheese cake,321 cal
ice-cream/ice_cream.795.jpg,cheese cake,321 cal
ice-cream/ice_cream.959.jpg,cheese cake,321 cal
cheese cake/cheesecake.975.jpg,cheese cake,321 cal
ice-cream/ice_cream.955.jpg,cheese cake,321 cal
waffle/waffle.830.jpg,cheese cake,321 cal
cheese cake/cheesecake.847.jpg,cheese cake,321 cal
french fries/french_fries.819.jpg,cheese cake,321 cal
waffle/waffle.862.jpg,cheese cake,321 cal
oyster/oysters.940.jpg,cheese cake,321 cal
ice-cream/ice_cream.889.jpg,cheese cake,321 cal
scallops/scallops.841.jpg,cheese cake,321 cal
cheese cake/cheesecake.948.jpg,cheese cake,321 cal
gyoza/gyoza.839.jpg,cheese cake,321 cal
chicken wings/chicken_wings.945.jpg,cheese cake,321 cal
gyoza/gyoza.894.jpg,cheese cake,321 cal
waffle/waffle.946.jpg,cheese cake,321 cal
gyoza/gyoza.963.jpg,cheese cake,321 cal
cheese cake/cheesecake.754.jpg,cheese cake,321 cal
french fries/french_fries.711.jpg,cheese cake,321 cal
scallops/scallops.976.jpg,cheese cake,321 cal
oyster/oysters.808.jpg,cheese cake,321 cal
french fries/french_fries.935.jpg,cheese cake,321 cal
fried rice/fried_rice.846.jpg,cheese cake,321 cal
ice-cream/ice_cream.923.jpg,cheese cake,321 cal
french fries/french_fries.710.jpg,cheese cake,321 cal
scallops/scallops.901.jpg,cheese cake,321 cal
oyster/oysters.898.jpg,cheese cake,321 cal
donuts/donuts.759.jpg,cheese cake,321 cal
oyster/oysters.952.jpg,cheese cake,321 cal
ice-cream/ice_cream.830.jpg,cheese cake,321 cal
ice-cream/ice_cream.996.jpg,cheese cake,321 cal
donuts/donuts.836.jpg,cheese cake,321 cal
chicken wings/chicken_wings.910.jpg,cheese cake,321 cal
gyoza/gyoza.726.jpg,cheese cake,321 cal
cheese cake/cheesecake.937.jpg,cheese cake,321 cal
scallops/scallops.944.jpg,cheese cake,321 cal
chicken wings/chicken_wings.895.jpg,cheese cake,321 cal
fried rice/fried_rice.880.jpg,cheese cake,321 cal
waffle/waffle.792.jpg,cheese cake,321 cal
chicken wings/chicken_wings.881.jpg,cheese cake,321 cal
donuts/donuts.957.jpg,cheese cake,321 cal
fried rice/fried_rice.901.jpg,cheese cake,321 cal
donuts/donuts.993.jpg,cheese cake,321 cal
french fries/french_fries.853.jpg,cheese cake,321 cal
scallops/scallops.853.jpg,cheese cake,321 cal
fried rice/fried_rice.891.jpg,cheese cake,321 cal
donuts/donuts.784.jpg,cheese cake,321 cal
donuts/donuts.838.jpg,cheese cake,321 cal
gyoza/gyoza.831.jpg,cheese cake,321 cal
cheese cake/cheesecake.893.jpg,cheese cake,321 cal
chicken wings/chicken_wings.834.jpg,cheese cake,321 cal
gyoza/gyoza.967.jpg,cheese cake,321 cal
cheese cake/cheesecake.946.jpg,cheese cake,321 cal
oyster/oysters.770.jpg,cheese cake,321 cal
waffle/waffle.811.jpg,cheese cake,321 cal
fried rice/fried_rice.915.jpg,cheese cake,321 cal
ice-cream/ice_cream.954.jpg,cheese cake,321 cal
gyoza/gyoza.870.jpg,cheese cake,321 cal
french fries/french_fries.959.jpg,cheese cake,321 cal
donuts/donuts.827.jpg,cheese cake,321 cal
donuts/donuts.943.jpg,cheese cake,321 cal
gyoza/gyoza.909.jpg,cheese cake,321 cal
ice-cream/ice_cream.847.jpg,cheese cake,321 cal
chicken wings/chicken_wings.817.jpg,cheese cake,321 cal
gyoza/gyoza.997.jpg,cheese cake,321 cal
fried rice/fried_rice.929.jpg,cheese cake,321 cal
ice-cream/ice_cream.740.jpg,cheese cake,321 cal
fried rice/fried_rice.742.jpg,cheese cake,321 cal
donuts/donuts.850.jpg,cheese cake,321 cal
donuts/donuts.894.jpg,cheese cake,321 cal
chicken wings/chicken_wings.727.jpg,cheese cake,321 cal
donuts/donuts.984.jpg,cheese cake,321 cal
fried rice/fried_rice.744.jpg,cheese cake,321 cal
ice-cream/ice_cream.873.jpg,cheese cake,321 cal
fried rice/fried_rice.984.jpg,cheese cake,321 cal
chicken wings/chicken_wings.723.jpg,cheese cake,321 cal
scallops/scallops.768.jpg,cheese cake,321 cal
donuts/donuts.803.jpg,cheese cake,321 cal
scallops/scallops.868.jpg,cheese cake,321 cal
waffle/waffle.821.jpg,cheese cake,321 cal
donuts/donuts.866.jpg,cheese cake,321 cal
oyster/oysters.726.jpg,cheese cake,321 cal
oyster/oysters.848.jpg,cheese cake,321 cal
cheese cake/cheesecake.797.jpg,cheese cake,321 cal
ice-cream/ice_cream.922.jpg,cheese cake,321 cal
fried rice/fried_rice.932.jpg,cheese cake,321 cal
fried rice/fried_rice.896.jpg,cheese cake,321 cal
donuts/donuts.939.jpg,cheese cake,321 cal
scallops/scallops.917.jpg,cheese cake,321 cal
donuts/donuts.873.jpg,cheese cake,321 cal
scallops/scallops.934.jpg,cheese cake,321 cal
cheese cake/cheesecake.813.jpg,cheese cake,321 cal
gyoza/gyoza.862.jpg,cheese cake,321 cal
scallops/scallops.861.jpg,cheese cake,321 cal
fried rice/fried_rice.814.jpg,cheese cake,321 cal
cheese cake/cheesecake.819.jpg,cheese cake,321 cal
gyoza/gyoza.942.jpg,cheese cake,321 cal
french fries/french_fries.827.jpg,cheese cake,321 cal
fried rice/fried_rice.767.jpg,cheese cake,321 cal
fried rice/fried_rice.796.jpg,cheese cake,321 cal
oyster/oysters.964.jpg,cheese cake,321 cal
chicken wings/chicken_wings.742.jpg,cheese cake,321 cal
scallops/scallops.765.jpg,cheese cake,321 cal
oyster/oysters.895.jpg,cheese cake,321 cal
oyster/oysters.892.jpg,cheese cake,321 cal
french fries/french_fries.991.jpg,cheese cake,321 cal
waffle/waffle.818.jpg,cheese cake,321 cal
chicken wings/chicken_wings.872.jpg,cheese cake,321 cal
donuts/donuts.974.jpg,cheese cake,321 cal
oyster/oysters.819.jpg,cheese cake,321 cal
scallops/scallops.818.jpg,cheese cake,321 cal
ice-cream/ice_cream.978.jpg,cheese cake,321 cal
gyoza/gyoza.882.jpg,cheese cake,321 cal
scallops/scallops.719.jpg,cheese cake,321 cal
donuts/donuts.739.jpg,cheese cake,321 cal
donuts/donuts.775.jpg,cheese cake,321 cal
ice-cream/ice_cream.882.jpg,cheese cake,321 cal
cheese cake/cheesecake.775.jpg,cheese cake,321 cal
fried rice/fried_rice.763.jpg,cheese cake,321 cal
gyoza/gyoza.707.jpg,cheese cake,321 cal
oyster/oysters.987.jpg,cheese cake,321 cal
cheese cake/cheesecake.734.jpg,cheese cake,321 cal
fried rice/fried_rice.813.jpg,cheese cake,321 cal
ice-cream/ice_cream.718.jpg,cheese cake,321 cal
french fries/french_fries.750.jpg,cheese cake,321 cal
scallops/scallops.904.jpg,cheese cake,321 cal
chicken wings/chicken_wings.728.jpg,cheese cake,321 cal
gyoza/gyoza.790.jpg,cheese cake,321 cal
oyster/oysters.984.jpg,cheese cake,321 cal
donuts/donuts.900.jpg,cheese cake,321 cal
donuts/donuts.954.jpg,cheese cake,321 cal
gyoza/gyoza.809.jpg,cheese cake,321 cal
fried rice/fried_rice.886.jpg,cheese cake,321 cal
chicken wings/chicken_wings.820.jpg,cheese cake,321 cal
oyster/oysters.960.jpg,cheese cake,321 cal
scallops/scallops.974.jpg,cheese cake,321 cal
gyoza/gyoza.782.jpg,cheese cake,321 cal
ice-cream/ice_cream.957.jpg,cheese cake,321 cal
gyoza/gyoza.901.jpg,cheese cake,321 cal
donuts/donuts.953.jpg,cheese cake,321 cal
oyster/oysters.762.jpg,cheese cake,321 cal
cheese cake/cheesecake.994.jpg,cheese cake,321 cal
gyoza/gyoza.844.jpg,cheese cake,321 cal
scallops/scallops.899.jpg,cheese cake,321 cal
ice-cream/ice_cream.893.jpg,cheese cake,321 cal
chicken wings/chicken_wings.801.jpg,cheese cake,321 cal
french fries/french_fries.860.jpg,cheese cake,321 cal
chicken wings/chicken_wings.989.jpg,cheese cake,321 cal
fried rice/fried_rice.716.jpg,cheese cake,321 cal
donuts/donuts.847.jpg,cheese cake,321 cal
scallops/scallops.935.jpg,cheese cake,321 cal
chicken wings/chicken_wings.978.jpg,cheese cake,321 cal
donuts/donuts.832.jpg,cheese cake,321 cal
gyoza/gyoza.936.jpg,cheese cake,321 cal
cheese cake/cheesecake.728.jpg,cheese cake,321 cal
cheese cake/cheesecake.925.jpg,cheese cake,321 cal
fried rice/fried_rice.899.jpg,cheese cake,321 cal
cheese cake/cheesecake.944.jpg,cheese cake,321 cal
donuts/donuts.883.jpg,cheese cake,321 cal
waffle/waffle.726.jpg,cheese cake,321 cal
donuts/donuts.780.jpg,cheese cake,321 cal
cheese cake/cheesecake.806.jpg,cheese cake,321 cal
french fries/french_fries.885.jpg,cheese cake,321 cal
waffle/waffle.964.jpg,cheese cake,321 cal
fried rice/fried_rice.717.jpg,cheese cake,321 cal
oyster/oysters.973.jpg,cheese cake,321 cal
scallops/scallops.985.jpg,cheese cake,321 cal
chicken wings/chicken_wings.702.jpg,cheese cake,321 cal
donuts/donuts.988.jpg,cheese cake,321 cal
french fries/french_fries.820.jpg,cheese cake,321 cal
scallops/scallops.864.jpg,cheese cake,321 cal
chicken wings/chicken_wings.903.jpg,cheese cake,321 cal
cheese cake/cheesecake.772.jpg,cheese cake,321 cal
scallops/scallops.987.jpg,cheese cake,321 cal
french fries/french_fries.919.jpg,cheese cake,321 cal
waffle/waffle.769.jpg,cheese cake,321 cal
scallops/scallops.832.jpg,cheese cake,321 cal
chicken wings/chicken_wings.722.jpg,cheese cake,321 cal
donuts/donuts.906.jpg,cheese cake,321 cal
cheese cake/cheesecake.793.jpg,cheese cake,321 cal
scallops/scallops.937.jpg,cheese cake,321 cal
french fries/french_fries.728.jpg,cheese cake,321 cal
gyoza/gyoza.738.jpg,cheese cake,321 cal
